P. Name,P. Habitable Class,P. Min Mass (EU),S. Mass (SU),S. Radius (SU),S. Teff (K),S. Luminosity (SU),S. Hab Zone Min (AU),S. Hab Zone Max (AU),
Kepler-1386 b,non-habitable,,1.02,1.03,5733,1.028234,0.763,1.8,
Kepler-1387 b,non-habitable,,0.82,0.77,5046,0.344874,0.459,1.108,
Kepler-1388 b,non-habitable,,0.63,0.61,4098,0.094154,0.248,0.625,
Kepler-1388 c,non-habitable,,0.63,0.61,4098,0.094154,0.248,0.625,
Kepler-1388 d,non-habitable,,0.63,0.61,4098,0.094154,0.248,0.625,
Kepler-1388 e,non-habitable,,0.63,0.61,4098,0.094154,0.248,0.625,
Kepler-1389 b,non-habitable,,0.81,0.74,5078,0.326681,0.446,1.075,
Kepler-1390 b,non-habitable,,0.98,0.98,5753,0.943886,0.73,1.721,
Kepler-1391 b,non-habitable,,1.03,1.1,5840,1.262777,0.84,1.976,
Kepler-1392 b,non-habitable,,0.88,0.85,5479,0.584161,0.584,1.387,
Kepler-1393 b,non-habitable,,0.95,0.92,5697,0.799927,0.674,1.593,
Kepler-1394 b,non-habitable,,1.64,2.55,6481,10.292911,2.308,5.358,
Kepler-1395 b,non-habitable,,1.17,1.23,6138,1.926671,1.019,2.381,
Kepler-1396 b,non-habitable,,1.18,1.27,6195,2.131388,1.068,2.493,
Kepler-1397 b,non-habitable,,1.09,1.12,6026,1.484029,0.901,2.109,
Kepler-1398 b,non-habitable,,1.13,1.18,6126,1.759389,0.975,2.277,
Kepler-1398 c,non-habitable,,1.13,1.18,6126,1.759389,0.975,2.277,
Kepler-1399 b,non-habitable,,0.97,0.96,5735,0.894471,0.712,1.678,
Kepler-1400 b,non-habitable,,0.83,0.78,5044,0.353329,0.465,1.121,
Kepler-1401 b,non-habitable,,1.07,1.1,5964,1.373491,0.87,2.039,
Kepler-1402 b,non-habitable,,0.9,0.87,5416,0.584309,0.586,1.395,
Kepler-1403 b,non-habitable,,1.11,1.15,6060,1.600207,0.933,2.184,
Kepler-1404 b,non-habitable,,0.84,0.8,5261,0.439889,0.513,1.227,
Kepler-1405 b,non-habitable,,1.05,1.07,5925,1.265933,0.837,1.964,
Kepler-1406 b,non-habitable,,1.05,1.12,5892,1.356366,0.868,2.039,
Kepler-1407 b,non-habitable,,1.1,1.15,6010,1.548044,0.921,2.157,
Kepler-1408 b,non-habitable,,1.21,1.35,6170,2.369726,1.128,2.634,
Kepler-1409 b,non-habitable,,0.83,0.79,5160,0.396956,0.49,1.176,
Kepler-1410 b,mesoplanet,,0.63,0.6,4092,0.09056,0.244,0.614,
Kepler-1411 b,non-habitable,,0.95,0.92,5664,0.781553,0.668,1.579,
Kepler-1412 b,non-habitable,,1.06,1.27,5880,1.729842,0.981,2.305,
Kepler-1413 b,non-habitable,,0.84,0.8,5196,0.418549,0.502,1.204,
Kepler-1414 b,non-habitable,,0.8,0.75,4951,0.303238,0.432,1.047,
Kepler-1415 b,non-habitable,,0.89,0.84,5267,0.487194,0.539,1.291,
Kepler-1416 b,non-habitable,,1.09,1.15,6019,1.557338,0.923,2.162,
Kepler-1417 b,non-habitable,,1.02,1.02,5839,1.085036,0.779,1.832,
Kepler-1418 b,non-habitable,,0.77,0.72,4770,0.240784,0.388,0.948,
Kepler-1419 b,non-habitable,,1.01,1.01,5796,1.032871,0.762,1.794,
Kepler-1420 b,non-habitable,,0.82,0.79,5187,0.40533,0.494,1.186,
Kepler-1421 b,non-habitable,,1.25,1.42,6335,2.913755,1.238,2.882,
Kepler-1422 b,non-habitable,,1.15,1.23,6194,1.997952,1.034,2.413,
Kepler-1423 b,non-habitable,,0.79,0.75,4939,0.300309,0.43,1.043,
Kepler-1424 b,non-habitable,,1.02,1.07,5838,1.193201,0.817,1.921,
Kepler-1425 b,non-habitable,,0.97,0.95,5718,0.865593,0.701,1.654,
Kepler-1426 b,non-habitable,,1.02,1.02,5831,1.079101,0.777,1.828,
Kepler-1427 b,non-habitable,,1.01,1.01,5793,1.030734,0.761,1.793,
Kepler-1428 b,non-habitable,,1.28,1.36,6184,2.426864,1.141,2.662,
Kepler-1429 b,non-habitable,,1.05,1.07,5902,1.246391,0.832,1.953,
Kepler-1430 b,non-habitable,,0.77,0.72,4796,0.246077,0.392,0.956,
Kepler-1431 b,non-habitable,,1.03,1.03,5806,1.081614,0.779,1.834,
Kepler-1432 b,non-habitable,,1.09,1.13,6031,1.515668,0.91,2.13,
Kepler-1433 b,non-habitable,,1.14,1.19,6097,1.755693,0.975,2.28,
Kepler-1434 b,non-habitable,,1.47,2.04,6291,5.848291,1.759,4.098,
Kepler-1435 b,non-habitable,,1.21,1.32,6356,2.551369,1.157,2.693,
Kepler-1436 b,non-habitable,,1.06,1.09,5972,1.355883,0.864,2.025,
Kepler-1437 b,non-habitable,,0.93,0.9,5557,0.693005,0.633,1.501,
Kepler-1438 b,non-habitable,,0.97,0.96,5530,0.773273,0.67,1.589,
Kepler-1439 b,non-habitable,,0.46,0.43,3578,0.027189,0.135,0.348,
Kepler-1440 b,non-habitable,,0.98,0.96,5698,0.87161,0.704,1.662,
Kepler-1441 b,non-habitable,,1,1,5802,1.016719,0.756,1.779,
Kepler-1442 b,non-habitable,,1.34,1.44,6394,3.109606,1.275,2.964,
Kepler-1443 b,non-habitable,,1.19,1.27,6289,2.263725,1.095,2.55,
Kepler-1444 b,non-habitable,,1.03,1.05,5810,1.127127,0.795,1.872,
Kepler-1445 b,non-habitable,,1.13,1.26,6150,2.037659,1.047,2.446,
Kepler-1446 b,non-habitable,,0.81,0.75,4865,0.282712,0.419,1.019,
Kepler-1447 b,non-habitable,,0.97,0.95,5722,0.868017,0.702,1.655,
Kepler-1448 b,non-habitable,,0.95,0.93,5774,0.862507,0.697,1.643,
Kepler-1449 b,non-habitable,,1.08,1.1,5979,1.387361,0.873,2.047,
Kepler-1450 b,non-habitable,,0.71,0.68,4524,0.173779,0.333,0.822,
Kepler-1451 b,non-habitable,,1,0.99,5782,0.982817,0.744,1.752,
Kepler-1452 b,non-habitable,,1.41,2.06,6101,5.275071,1.69,3.951,
Kepler-1453 b,non-habitable,,0.97,0.94,5665,0.816479,0.683,1.613,
Kepler-1454 b,non-habitable,,0.9,0.86,5448,0.584568,0.585,1.392,
Kepler-1455 b,non-habitable,,0.62,0.6,4075,0.089064,0.242,0.609,
Kepler-1456 b,non-habitable,,0.64,0.62,4231,0.110521,0.268,0.671,
Kepler-1457 b,non-habitable,,1.01,1.01,5866,1.083679,0.777,1.827,
Kepler-1458 b,non-habitable,,0.96,0.94,5653,0.809583,0.68,1.608,
Kepler-1459 b,non-habitable,,0.78,0.74,4828,0.266945,0.408,0.993,
Kepler-1460 b,non-habitable,,0.7,0.67,4422,0.153998,0.315,0.78,
Kepler-1461 b,non-habitable,,0.79,0.74,4919,0.287648,0.422,1.023,
Kepler-1462 b,non-habitable,,1,1,5756,0.984857,0.746,1.758,
Kepler-1463 b,non-habitable,,0.96,0.95,5679,0.842218,0.693,1.637,
Kepler-1464 b,non-habitable,,1.02,1.01,5828,1.055871,0.769,1.809,
Kepler-1464 c,non-habitable,,1.02,1.01,5828,1.055871,0.769,1.809,
Kepler-1465 b,non-habitable,,0.75,0.71,4726,0.225622,0.377,0.921,
Kepler-1466 b,non-habitable,,1.01,1.02,5884,1.118873,0.789,1.853,
Kepler-1467 b,non-habitable,,0.86,0.82,5332,0.487616,0.538,1.284,
Kepler-1468 b,non-habitable,,1.04,1.05,5893,1.192928,0.814,1.912,
Kepler-1468 c,non-habitable,,1.04,1.05,5893,1.192928,0.814,1.912,
Kepler-1469 b,non-habitable,,0.92,0.89,5507,0.653627,0.616,1.464,
Kepler-1470 b,non-habitable,,0.8,0.76,4961,0.313902,0.44,1.065,
Kepler-1471 b,non-habitable,,0.95,0.93,5660,0.796382,0.674,1.594,
Kepler-1472 b,non-habitable,,1.16,1.25,6159,2.017208,1.041,2.432,
Kepler-1473 b,non-habitable,,1.09,1.09,6046,1.424346,0.881,2.063,
Kepler-1474 b,non-habitable,,1.04,1.04,5870,1.15215,0.801,1.883,
Kepler-1475 b,non-habitable,,1.18,1.28,6214,2.191769,1.082,2.524,
Kepler-1476 b,non-habitable,,0.98,0.96,5663,0.850391,0.697,1.647,
Kepler-1477 b,non-habitable,,0.81,0.78,5100,0.369283,0.474,1.141,
Kepler-1478 b,non-habitable,,1.04,1.06,5904,1.224861,0.824,1.936,
Kepler-1479 b,non-habitable,,0.99,0.98,5796,0.972424,0.739,1.741,
Kepler-1480 b,non-habitable,,0.85,0.81,5156,0.416017,0.501,1.205,
Kepler-1481 b,non-habitable,,0.8,0.75,4908,0.29284,0.426,1.033,
Kepler-1482 b,non-habitable,,0.88,0.84,5381,0.530763,0.559,1.334,
Kepler-1483 b,non-habitable,,1.25,1.4,6337,2.835834,1.222,2.843,
Kepler-1484 b,non-habitable,,0.94,0.92,5730,0.818623,0.681,1.606,
Kepler-1485 b,non-habitable,,1.11,1.12,6087,1.545038,0.915,2.141,
Kepler-1486 b,non-habitable,,1.08,1.12,5965,1.424845,0.886,2.077,
Kepler-1487 b,non-habitable,,1.38,1.63,6541,4.363568,1.497,3.474,
Kepler-1488 b,non-habitable,,1.05,1.31,5820,1.766543,0.995,2.341,
Kepler-1489 b,non-habitable,,0.93,0.9,5655,0.743199,0.652,1.541,
Kepler-1490 b,non-habitable,,0.9,0.87,5515,0.628218,0.604,1.434,
Kepler-1491 b,non-habitable,,1,0.99,5728,0.946613,0.732,1.728,
Kepler-1492 b,non-habitable,,0.77,0.72,4712,0.229285,0.38,0.93,
Kepler-1493 b,non-habitable,,1.06,1.29,5863,1.764205,0.992,2.331,
Kepler-1494 b,non-habitable,,0.96,0.94,5659,0.813026,0.681,1.611,
Kepler-1495 b,non-habitable,,1.03,1.04,5831,1.121834,0.792,1.864,
Kepler-1496 b,non-habitable,,1.18,1.27,6182,2.113554,1.065,2.485,
Kepler-1497 b,non-habitable,,0.96,0.95,5675,0.839848,0.692,1.635,
Kepler-1498 b,non-habitable,,0.86,0.81,5256,0.449243,0.518,1.241,
Kepler-1499 b,non-habitable,,0.82,0.78,5097,0.368415,0.473,1.14,
Kepler-1500 b,non-habitable,,1,1,5845,1.047196,0.765,1.799,
Kepler-1501 b,non-habitable,,1.2,1.3,6229,2.282705,1.103,2.573,
Kepler-1502 b,non-habitable,,1.44,1.72,6666,5.240925,1.629,3.774,
Kepler-1503 b,non-habitable,,0.77,0.74,5069,0.324371,0.445,1.072,
Kepler-1504 b,non-habitable,,0.85,0.81,5393,0.497945,0.542,1.291,
Kepler-1505 b,non-habitable,,0.93,0.86,5686,0.693608,0.628,1.484,
Kepler-1506 b,non-habitable,,0.95,0.93,5676,0.805425,0.678,1.601,
Kepler-1507 b,non-habitable,,0.89,0.85,5410,0.555286,0.571,1.361,
Kepler-1508 b,non-habitable,,1.14,1.22,6158,1.920296,1.016,2.373,
Kepler-1509 b,non-habitable,,1,0.99,5780,0.981458,0.743,1.751,
Kepler-1510 b,non-habitable,,1.19,1.28,6200,2.172083,1.078,2.515,
Kepler-1511 b,non-habitable,,1.17,1.29,6064,2.018859,1.048,2.452,
Kepler-1512 b,non-habitable,,0.73,0.67,4372,0.14715,0.308,0.766,
Kepler-1513 b,non-habitable,,0.99,0.97,5617,0.840332,0.695,1.644,
Kepler-1514 b,non-habitable,,1.21,1.22,6251,2.038954,1.041,2.427,
Kepler-1515 b,non-habitable,,1.3,1.41,6511,3.20567,1.286,2.984,
Kepler-1516 b,non-habitable,,1.04,1.07,5904,1.248081,0.832,1.954,
Kepler-1517 b,non-habitable,,1.58,1.95,7010,8.238179,2.007,4.632,
Kepler-1518 b,non-habitable,,1.54,1.88,6846,6.965513,1.86,4.3,
Kepler-1519 b,non-habitable,,0.94,0.91,5644,0.753912,0.657,1.553,
Kepler-1520 b,non-habitable,,0.76,0.71,4677,0.216409,0.37,0.906,
Kepler-1521 b,non-habitable,,0.81,0.76,5042,0.33491,0.452,1.092,
Kepler-1522 b,non-habitable,,0.96,0.93,5706,0.822589,0.684,1.614,
Kepler-1523 b,non-habitable,,0.97,0.96,5708,0.877745,0.706,1.667,
Kepler-1524 b,non-habitable,,1.17,1.25,6179,2.043537,1.047,2.444,
Kepler-1525 b,non-habitable,,1.07,1.04,5748,1.059311,0.774,1.824,
Kepler-1526 b,non-habitable,,0.73,0.69,4601,0.191424,0.349,0.857,
Kepler-1527 b,non-habitable,,1.21,1.32,6224,2.345935,1.119,2.609,
Kepler-1528 b,non-habitable,,1.03,1.03,5857,1.120122,0.79,1.859,
Kepler-1529 b,non-habitable,,0.81,0.77,5048,0.345421,0.459,1.108,
Kepler-1530 b,non-habitable,,0.92,0.88,5477,0.62521,0.604,1.435,
Kepler-1530 c,non-habitable,,0.92,0.88,5477,0.62521,0.604,1.435,
Kepler-1531 b,non-habitable,,1.16,1.27,6260,2.222259,1.086,2.532,
Kepler-1532 b,non-habitable,,0.91,0.88,5559,0.663501,0.619,1.468,
Kepler-1533 b,non-habitable,,1.31,1.51,6431,3.499112,1.349,3.136,
Kepler-1534 b,non-habitable,,0.9,0.86,5442,0.581997,0.584,1.389,
Kepler-1535 b,non-habitable,,1.08,1.11,6021,1.452815,0.891,2.087,
Kepler-1536 b,non-habitable,,0.71,0.67,4434,0.155676,0.316,0.784,
Kepler-1537 b,non-habitable,,0.81,0.77,5079,0.353984,0.464,1.119,
Kepler-1538 b,non-habitable,,1.03,1.03,5837,1.1049,0.786,1.849,
Kepler-1539 b,non-habitable,,0.84,0.8,5176,0.412142,0.498,1.197,
Kepler-1540 b,mesoplanet,,0.74,0.69,4540,0.181473,0.34,0.839,
Kepler-1541 b,non-habitable,,0.86,0.81,5282,0.458198,0.523,1.25,
Kepler-1542 b,non-habitable,,0.94,0.99,5564,0.842769,0.698,1.654,
Kepler-1542 c,non-habitable,,0.94,0.99,5564,0.842769,0.698,1.654,
Kepler-1542 d,non-habitable,,0.94,0.99,5564,0.842769,0.698,1.654,
Kepler-1542 e,non-habitable,,0.94,0.99,5564,0.842769,0.698,1.654,
Kepler-1543 b,non-habitable,,1.39,1.65,6561,4.526243,1.523,3.533,
Kepler-1544 b,mesoplanet,,0.81,0.74,4886,0.280006,0.417,1.012,
Kepler-1545 b,non-habitable,,0.84,0.8,5201,0.420162,0.503,1.206,
Kepler-1546 b,non-habitable,,0.95,0.93,5623,0.775761,0.667,1.579,
Kepler-1547 b,non-habitable,,1.12,1.18,6078,1.704891,0.962,2.251,
Kepler-1548 b,non-habitable,,0.99,0.97,5706,0.894871,0.713,1.683,
Kepler-1549 b,non-habitable,,0.88,0.84,5324,0.508628,0.549,1.312,
Kepler-1550 b,non-habitable,,1.07,1.11,5991,1.424076,0.884,2.072,
Kepler-1551 b,non-habitable,,1.14,1.22,6136,1.893001,1.01,2.36,
Kepler-1552 b,mesoplanet,,0.85,0.78,5202,0.399724,0.49,1.176,
Kepler-1553 b,non-habitable,,0.85,0.81,5288,0.460284,0.524,1.253,
Kepler-1554 b,non-habitable,,0.84,0.81,5297,0.463425,0.525,1.256,
Kepler-1555 b,non-habitable,,1.04,1.06,5866,1.19363,0.816,1.917,
Kepler-1556 b,non-habitable,,0.97,0.95,5608,0.800883,0.678,1.606,
Kepler-1557 b,non-habitable,,1.11,1.17,6099,1.699402,0.959,2.243,
Kepler-1558 b,non-habitable,,0.83,0.79,5101,0.37911,0.48,1.156,
Kepler-1559 b,non-habitable,,0.86,0.82,5316,0.48179,0.535,1.278,
Kepler-1560 b,non-habitable,,1.02,1.02,5815,1.067306,0.774,1.821,
Kepler-1561 b,non-habitable,,1.07,1.11,5957,1.392023,0.876,2.054,
Kepler-1562 b,non-habitable,,1.02,1.05,5760,1.088826,0.784,1.848,
Kepler-1563 b,non-habitable,,1,0.99,5765,0.971309,0.74,1.744,
Kepler-1564 b,non-habitable,,0.93,0.9,5528,0.678652,0.627,1.489,
Kepler-1565 b,non-habitable,,0.76,0.73,4940,0.284737,0.419,1.016,
Kepler-1566 b,non-habitable,,0.84,0.81,5254,0.44856,0.518,1.24,
Kepler-1567 b,non-habitable,,0.95,0.93,5655,0.793572,0.673,1.592,
Kepler-1568 b,non-habitable,,1.09,1.19,5956,1.598831,0.939,2.202,
Kepler-1569 b,non-habitable,,1.25,1.4,6319,2.803751,1.216,2.831,
Kepler-1570 b,non-habitable,,0.92,0.89,5550,0.674282,0.625,1.481,
Kepler-1571 b,non-habitable,,1.23,1.39,6297,2.725551,1.201,2.796,
Kepler-1572 b,non-habitable,,0.97,0.95,5618,0.806611,0.68,1.61,
Kepler-1573 b,non-habitable,,1.01,1,5808,1.020931,0.757,1.782,
Kepler-1574 b,non-habitable,,1.06,1.08,5892,1.261212,0.837,1.966,
Kepler-1575 b,non-habitable,,0.95,0.92,5667,0.78321,0.669,1.58,
Kepler-1576 b,non-habitable,,1.05,1.06,5876,1.20179,0.818,1.922,
Kepler-1577 b,non-habitable,,0.78,0.74,4862,0.274545,0.413,1.004,
Kepler-1578 b,non-habitable,,0.9,0.86,5545,0.627326,0.603,1.429,
Kepler-1579 b,non-habitable,,0.75,0.7,4584,0.194117,0.351,0.865,
Kepler-1580 b,non-habitable,,1.47,2.15,6228,6.239663,1.824,4.254,
Kepler-1581 b,non-habitable,,1.12,1.23,6022,1.785102,0.988,2.314,
Kepler-1582 b,non-habitable,,0.28,0.3,3208,0.008552,0.076,0.2,
Kepler-1583 b,non-habitable,,0.94,0.91,5645,0.754446,0.657,1.554,
Kepler-1584 b,non-habitable,,1.1,1.13,6069,1.55423,0.919,2.15,
Kepler-1585 b,non-habitable,,0.94,0.91,5538,0.698851,0.636,1.509,
Kepler-1586 b,non-habitable,,1.45,1.75,6681,5.47434,1.664,3.853,
Kepler-1587 b,non-habitable,,1.08,1.22,5933,1.654653,0.956,2.244,
Kepler-1588 b,non-habitable,,0.96,0.99,5817,1.006831,0.751,1.768,
Kepler-1589 b,non-habitable,,1.18,1.25,6166,2.026395,1.043,2.436,
Kepler-1590 b,non-habitable,,1.11,1.16,6053,1.620647,0.94,2.199,
Kepler-1591 b,non-habitable,,1.1,1.16,6082,1.65193,0.947,2.215,
Kepler-1592 b,non-habitable,,1.18,1.28,6213,2.190358,1.082,2.523,
Kepler-1593 b,non-habitable,,0.81,0.77,4995,0.331141,0.451,1.09,
Kepler-1594 b,non-habitable,,1.06,1.08,5946,1.308088,0.85,1.993,
Kepler-1595 b,non-habitable,,0.84,0.8,5203,0.420809,0.503,1.207,
Kepler-1596 b,non-habitable,,0.95,0.92,5706,0.804994,0.676,1.596,
Kepler-1597 b,non-habitable,,1.25,1.39,6377,2.866719,1.225,2.85,
Kepler-1598 b,non-habitable,,1.07,1.09,5940,1.327054,0.856,2.009,
Kepler-1599 b,non-habitable,,0.99,0.99,5767,0.972658,0.741,1.745,
Kepler-1600 b,non-habitable,,0.86,0.82,5214,0.445863,0.517,1.241,
Kepler-1601 b,non-habitable,,1.04,1.07,5869,1.218748,0.824,1.937,
Kepler-1602 b,non-habitable,,1.22,1.36,6296,2.607513,1.174,2.735,
Kepler-1603 b,non-habitable,,1.21,1.31,6241,2.335873,1.115,2.6,
Kepler-1604 b,non-habitable,,0.81,0.76,4976,0.317716,0.442,1.07,
Kepler-1605 b,non-habitable,,0.86,0.82,5280,0.468871,0.529,1.265,
Kepler-1607 b,non-habitable,,1.14,1.21,6116,1.837937,0.997,2.329,
Kepler-1608 b,non-habitable,,0.75,0.72,4992,0.288837,0.421,1.018,
Kepler-1609 b,non-habitable,,1.18,1.27,6132,2.046001,1.051,2.455,
Kepler-1610 b,non-habitable,,0.91,0.87,5383,0.570198,0.58,1.382,
Kepler-1611 b,non-habitable,,0.94,0.93,5605,0.765876,0.664,1.571,
Kepler-1612 b,non-habitable,,0.96,0.94,5643,0.80387,0.678,1.604,
Kepler-1613 b,non-habitable,,1.08,1.12,6005,1.46345,0.895,2.098,
Kepler-1614 b,non-habitable,,0.79,0.76,5121,0.356399,0.465,1.119,
Kepler-1615 b,non-habitable,,1.04,1.05,5865,1.170417,0.808,1.899,
Kepler-1616 b,non-habitable,,1.21,1.34,6266,2.483481,1.148,2.675,
Kepler-1617 b,non-habitable,,1.15,1.22,6167,1.931547,1.019,2.378,
Kepler-1618 b,non-habitable,,1.41,1.65,6620,4.691262,1.546,3.582,
Kepler-1619 b,non-habitable,,1,1,5852,1.052222,0.766,1.802,
Kepler-1620 b,non-habitable,,1.15,1.23,6157,1.950638,1.024,2.392,
Kepler-1621 b,non-habitable,,1.15,1.24,6158,1.983773,1.033,2.412,
Kepler-1622 b,non-habitable,,1.31,1.5,6436,3.463671,1.342,3.119,
Kepler-1623 b,non-habitable,,1,1,5772,0.995853,0.749,1.765,
Kepler-1624 b,non-habitable,,0.5,0.47,3636,0.03464,0.152,0.392,
Kepler-1625 b,non-habitable,,0.96,0.94,5677,0.82342,0.685,1.619,
Kepler-1626 b,non-habitable,,1.51,1.85,6826,6.666509,1.822,4.212,
Kepler-1627 b,non-habitable,,0.87,0.84,5445,0.556468,0.571,1.358,
Kepler-1628 b,non-habitable,,0.55,0.52,3724,0.046659,0.176,0.452,
Kepler-1629 b,non-habitable,,1.01,1.01,5776,1.018688,0.758,1.785,
Kepler-1630 b,non-habitable,,0.66,0.63,4736,0.17915,0.335,0.82,
Kepler-1631 b,non-habitable,,0.97,0.95,5679,0.842218,0.693,1.637,
Kepler-1632 b,non-habitable,,1.12,1.19,6137,1.802222,0.986,2.303,
Kepler-1633 b,non-habitable,,1.2,1.32,6256,2.394554,1.128,2.629,
Kepler-1634 b,non-habitable,,0.92,0.89,5474,0.6381,0.61,1.451,
Kepler-1635 b,non-habitable,,0.89,0.85,5347,0.529869,0.56,1.337,
Kepler-1636 b,non-habitable,,1.01,1.02,5797,1.054153,0.77,1.812,
Kepler-1637 b,non-habitable,,1.02,1.02,5789,1.048345,0.768,1.809,
Kepler-1638 b,mesoplanet,,0.97,0.95,5710,0.860759,0.699,1.65,
Kepler-1639 b,non-habitable,,1.12,1.18,6150,1.787123,0.981,2.291,
Kepler-1640 b,non-habitable,,1.27,1.43,6324,2.934468,1.244,2.895,
Kepler-1641 b,non-habitable,,1.12,1.19,6152,1.819906,0.99,2.311,
Kepler-1641 c,non-habitable,,1.12,1.19,6152,1.819906,0.99,2.311,
Kepler-1642 b,non-habitable,,0.88,0.84,5355,0.520579,0.555,1.324,
Kepler-1642 c,non-habitable,,0.88,0.84,5355,0.520579,0.555,1.324,
Kepler-1643 b,non-habitable,,0.92,0.88,5508,0.639486,0.61,1.448,
Kepler-1644 b,non-habitable,,0.89,0.86,5499,0.606767,0.594,1.411,
Kepler-1645 b,non-habitable,,1.02,1.02,5812,1.065106,0.773,1.819,
Kepler-1646 b,non-habitable,,0.24,0.26,3299,0.007184,0.069,0.182,
Kepler-1647(AB) b,non-habitable,,2.19,1.79,6210,4.275259,1.511,3.526,
Kepler-1649 b,non-habitable,,0.22,0.25,3240,0.006279,0.065,0.171,
Kepler-1650 b,non-habitable,,0.33,0.34,3410,0.014356,0.098,0.256,
Kepler-1652 b,psychroplanet,,0.36,0.35,3482,0.016156,0.104,0.27,
Kepler 1651 A b,non-habitable,,0.52,0.5,3713,0.043145,0.169,0.435,
KIC-5010054 b,non-habitable,,1.05,2.17,5550,4.008494,1.523,3.611,
KIC-5094412 b,non-habitable,,0.82,0.8,5313,0.45754,0.521,1.246,
KIC-5095269(AB) b,non-habitable,2447.5,,,7300,,,,
KIC-5437945 c,non-habitable,,1.07,1.24,6340,2.228898,1.083,2.52,
KIC-5732155 b,non-habitable,,1.13,1.99,5755,3.897421,1.484,3.497,
KIC-6185331 b,non-habitable,,1.03,1.27,5619,1.442559,0.91,2.153,
KIC-6372194 b,non-habitable,,0.8,0.75,5233,0.378456,0.476,1.141,
KIC-6436029 b,non-habitable,,0.83,0.83,4817,0.332777,0.456,1.11,
KIC-7917485 b,non-habitable,3751.69,1.63,1.78,7067,7.059118,1.853,4.274,
KIC-8012732 b,non-habitable,,0.92,1.22,6221,2.000094,1.033,2.41,
KIC-9413313 b,non-habitable,,0.95,1.45,5359,1.555825,0.959,2.288,
KIC-9662267 b,non-habitable,,0.86,0.89,5602,0.69991,0.634,1.502,
KIC-9663113 c,non-habitable,,0.98,1.03,6065,1.287916,0.837,1.958,
KIC-9704149 b,non-habitable,,0.86,0.78,5640,0.552326,0.562,1.33,
KIC-10001893 b,non-habitable,,0.47,0.01,26700,0.048797,0.153,0.353,
KIC-10001893 d,non-habitable,,0.47,0.01,26700,0.048797,0.153,0.353,
KIC-10024862 b,non-habitable,,1.07,1.11,6616,2.11796,1.039,2.407,
KIC-10255705 b,non-habitable,,1.1,2.12,5030,2.58127,1.257,3.035,
KIC-10905746 b,non-habitable,,0.58,0.55,4240,0.087079,0.238,0.595,
KIC-11152511 b,non-habitable,,1.01,2.08,5273,3.000873,1.338,3.202,
KIC-12454613 b,non-habitable,,0.87,0.82,5420,0.520613,0.553,1.317,
KIC-12557548 b,non-habitable,,0.7,0.65,4412,0.143634,0.304,0.754,
KMT-2016-BLG-1107 b,non-habitable,1042.84,0.09,,,0.000837,,,
KMT-2016-BLG-1820 b,non-habitable,1452.99,0.04,,,0.000132,,,
KMT-2016-BLG-2142 b,non-habitable,4924.89,0.07,,,0.000559,,,
KOI-188 b,non-habitable,,0.93,0.86,5170,0.474077,0.535,1.285,
KOI-192 b,non-habitable,,0.96,1.35,5800,1.850416,1.02,2.401,
KOI-195 b,non-habitable,,0.91,0.92,5725,0.815769,0.68,1.604,
KOI-368.01 b,non-habitable,,2.17,2.04,9257,27.498413,3.636,8.38,
KOI-415 b,non-habitable,,0.94,1.25,5810,1.597402,0.947,2.228,
KOI-620.02 b,non-habitable,,1,0.91,5803,0.842525,0.688,1.619,
KOI-682 b,non-habitable,,1.02,1.17,5589,1.19839,0.831,1.968,
KOI-771 b,non-habitable,,0.95,0.94,5520,0.736041,0.654,1.552,
KOI-830 b,non-habitable,,0.87,0.8,5150,0.403923,0.494,1.188,
KOI-1089.02 b,non-habitable,189.97,0.98,1.09,5820,1.232016,0.831,1.955,
KOI-1299 c,non-habitable,836.18,1.35,4.15,5020,9.81298,2.451,5.922,
KOI-1843 b,non-habitable,,0.46,0.45,3584,0.029977,0.141,0.366,
KOI-2700 b,non-habitable,,0.63,0.57,4433,0.114158,0.271,0.671,
KOI-5833 b,non-habitable,,0.98,1,6277,1.39283,0.859,2.002,
KOI-5929 b,non-habitable,,0.86,0.82,5830,0.696934,0.625,1.469,
KPS-1 b,non-habitable,,0.89,0.91,5165,0.525274,0.563,1.353,
ksi Aql b,non-habitable,642.24,2.2,12,4780,67.447201,6.497,15.851,
L2 Pup b,non-habitable,3815.28,0.66,26.01,3500,90.43988,7.778,20.185,
Lalande 21185 b,non-habitable,3.82,0.46,0.39,3828,0.029755,0.14,0.358,
LHS 1140 b,psychroplanet,,0.15,0.19,3131,0.002983,0.045,0.118,
LKCA 15 b,non-habitable,1907.64,0.97,0.76,5150,0.358704,0.466,1.119,
LP 358-499 b,non-habitable,,0.52,0.49,3644,0.037984,0.159,0.41,
LP 358-499 c,non-habitable,,0.52,0.49,3644,0.037984,0.159,0.41,
LP 358-499 d,non-habitable,,0.52,0.49,3644,0.037984,0.159,0.41,
LP415-17 b,non-habitable,,0.65,0.58,4258,0.099213,0.254,0.634,
LP415-17 c,non-habitable,,0.65,0.58,4258,0.099213,0.254,0.634,
LP415-17 d,non-habitable,,0.65,0.58,4258,0.099213,0.254,0.634,
LSR J1835 b,non-habitable,17486.7,,,3840,,,,
MASCARA-1 b,non-habitable,,1.72,2.1,7554,12.883575,2.489,5.736,
MASCARA-2 b,non-habitable,,1.89,1.6,8980,14.936028,2.68,6.176,
